Date,Ticker,Name,Sector,Country,Open,High,Low,Close,Volume
2025-12-11,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14453.842939143053,14507.267761834777,14177.00522155866,14225.5732421875,20261
2025-12-14,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14084.725721728732,14419.845057866416,13987.589682268534,14215.859375,18264
2025-12-15,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14152.721059823421,14327.565932216572,14060.441821615925,14147.8642578125,11318
2025-12-16,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14050.727553971852,14099.295571787172,13914.737104088957,13997.302734375,12851
2025-12-17,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,13929.307494653043,14172.147583471959,13890.453080442016,14050.7275390625,11600
2025-12-18,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,13934.16448093014,14036.157319584561,13803.0308312316,14021.5869140625,31512
2025-12-21,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,13982.732838186595,14230.429738064162,13982.732838186595,14070.1552734375,12727
2025-12-22,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14181.861157268439,14191.574760800815,13905.023456595733,14157.5771484375,11773
2025-12-28,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14157.577937778158,14278.9979887025,14133.29392759329,14186.71875,9122
2025-12-29,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14186.718207354103,14274.140640675696,14084.72536847891,14220.7158203125,10187
2026-01-01,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14186.718546244789,14346.993011162995,13992.446467556056,14269.2841796875,11592
2026-01-04,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14337.279108738829,14730.680059893248,14327.56550500662,14672.3984375,17166
2026-01-05,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14764.678302943059,15182.36328125,14599.547032449616,15182.36328125,21441
2026-01-06,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15022.088812829896,15274.642520643394,14886.098354776472,15182.36328125,24233
2026-01-07,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15090.08339798494,15090.08339798494,14667.541635633896,14672.3984375,18004
2026-01-08,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14638.400824437273,14876.384115876366,14638.400824437273,14672.3984375,14193
2026-01-11,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14652.971496563268,15799.1767578125,14570.405863337688,15799.1767578125,27272
2026-01-12,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15736.03777076709,15906.025833105625,15211.503178408188,15274.6416015625,19711
2026-01-13,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14784.105458857628,15342.6376953125,14784.105458857628,15342.6376953125,16464
2026-01-14,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15308.639433926779,15308.639433926779,14050.72775455272,14526.6943359375,37107
2026-01-15,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14312.995422711587,14526.69470964722,14269.284204929298,14468.4130859375,16322
2026-01-18,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14036.157334552568,14376.133463763184,13968.162108710445,14274.140625,13450
2026-01-19,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14269.28377683904,14939.522429393086,14230.429362198225,14434.4150390625,17614
2026-01-20,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14293.567878165522,14453.842339592455,14235.286255828456,14419.8447265625,10900
2026-01-21,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14599.546928213294,14735.537385295787,14288.711597739026,14439.2724609375,15497
2026-01-22,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14147.86358960249,14157.577193165554,13871.02588805517,13997.302734375,20570
2026-01-25,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,13948.734871031746,14507.267082093254,13900.16685267857,14380.990234375,15268
2026-01-26,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14376.133341592336,14827.815909419392,14371.276539787743,14701.5390625,13958
2026-01-27,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14822.959867277006,14963.807126828458,14580.119764602088,14837.5302734375,17277
2026-01-28,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14978.376890684942,15279.498605089115,14905.524863006514,15192.076171875,19550
2026-01-29,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14997.804802463212,15182.36328125,14745.251094649713,15182.36328125,27055
2026-02-01,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14881.240703740157,15420.345703125,14813.24547859252,15420.345703125,21279
2026-02-02,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15420.346333043888,15600.04800684629,14813.246083711452,15119.224609375,21574
2026-02-03,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15143.508319114715,15634.04531084999,14895.811422297893,15522.3388671875,22490
2026-02-04,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14570.406125589048,15026.945517524171,14245.000388784225,14944.3798828125,41279
2026-02-05,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14677.255713114168,15381.492006430368,14521.838048382317,14852.1005859375,17573
2026-02-08,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14701.539571968995,14861.814037074704,14434.415463459483,14774.3916015625,17967
2026-02-09,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14774.391864631243,15051.229582015852,14711.253437859314,14784.10546875,13266
2026-02-10,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14803.531792070864,14847.243007992334,14453.842064699113,14769.5341796875,13993
2026-02-11,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14808.389101217166,14842.386714765385,14055.584801220884,14283.8544921875,27974
2026-02-12,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14565.549340931791,15002.661525221176,14410.131675406677,14890.955078125,21923
2026-02-15,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14890.95505552686,14958.95028409091,14444.129267820248,14691.826171875,17993
2026-02-16,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14667.541999816895,15065.79976272583,14356.706672668457,14920.095703125,20137
2026-02-17,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15056.086352178881,15400.919297664268,14915.239092755271,15143.5087890625,17695
2026-02-18,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15167.792468725276,15420.346169773537,15167.792468725276,15347.494140625,17339
2026-02-19,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15332.924020510556,15653.472954737259,15162.93594932973,15556.3369140625,23211
2026-02-22,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15473.77083967259,15600.047688960565,14890.95461218963,14963.806640625,16703
2026-02-23,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14944.379720573084,15264.928651856095,14813.246066866397,15172.6494140625,17817
2026-02-24,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15124.081214210752,15235.787658631705,14735.53705970309,14895.8115234375,13755
2026-02-25,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14895.811616822883,15031.80207175312,14735.537152083672,14881.2412109375,15693
2026-02-26,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14822.959654106857,15502.911931818182,14754.964426335726,15226.07421875,34963
2026-03-01,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15930.311252587226,16513.127517925783,15711.755153085267,16425.705078125,44689
2026-03-02,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16770.537169003816,16921.098029773904,16270.286567090294,16862.81640625,42527
2026-03-03,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16649.117940290835,16649.117940290835,15755.466335561105,16532.5546875,24856
2026-03-04,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16498.556922525273,16498.556922525273,16085.728739300472,16454.845703125,19322
2026-03-05,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16513.127010821878,16755.967113922197,16207.148480915472,16605.40625,27439
2026-03-08,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16702.541640342108,16702.541640342108,15852.601312613157,16095.44140625,22784
2026-03-09,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15915.739536616911,16061.443590964946,15488.34097719601,15872.0283203125,16907
2026-03-10,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15862.315412105203,16012.87627486554,15677.756935173178,15915.740234375,13518
2026-03-11,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15901.169161925254,16022.589207450035,15604.90425084479,15765.1787109375,12377
2026-03-12,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15716.610619797859,16503.412511147442,15551.479358650417,16338.28125,19616
2026-03-15,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16241.146352217103,16867.673828125,15983.735838859597,16867.673828125,21160
2026-03-16,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16891.956513671874,17484.486328125,16746.2524609375,17484.486328125,24873
2026-03-17,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,17484.487625838927,18091.587890625,17348.497166526846,18091.587890625,28409
2026-03-18,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,18067.302796007887,18324.71329283273,17843.88991197123,17853.603515625,38231
2026-03-19,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,17202.792770261687,17484.487287674216,16707.398963777585,16726.826171875,72818
2026-03-23,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16333.424881456727,16483.985741202538,16032.303161965108,16372.279296875,13468
2026-03-24,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16420.84725536993,16551.98090692124,16061.443914081145,16280.0,11667
2026-03-25,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16400.0,16560.0,15960.0,16405.0,16646
2026-03-26,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16465.0,16465.0,15975.0,16095.0,12806
2026-03-29,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16010.0,16590.0,15905.0,16440.0,12513
2026-03-30,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16205.0,16590.0,16055.0,16055.0,18406
2026-03-31,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15835.0,16005.0,15515.0,16005.0,18212
2026-04-06,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16010.0,16235.0,15780.0,15860.0,20231
2026-04-07,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15900.0,15975.0,15430.0,15880.0,21759
2026-04-08,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15880.0,16285.0,15820.0,16235.0,15179
2026-04-09,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,16200.0,16200.0,15700.0,15825.0,13284
2026-04-12,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15965.0,16125.0,15765.0,15930.0,10259
2026-04-13,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15900.0,16010.0,15440.0,15585.0,16057
2026-04-14,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15600.0,15900.0,15585.0,15820.0,13615
2026-04-15,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15815.0,15815.0,15555.0,15725.0,12349
2026-04-16,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15625.0,15815.0,15080.0,15280.0,21107
2026-04-19,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15275.0,15495.0,14800.0,14990.0,23238
2026-04-20,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14995.0,15125.0,14780.0,14990.0,15718
2026-04-21,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15100.0,15130.0,14900.0,14970.0,11890
2026-04-22,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14960.0,15080.0,14680.0,14785.0,8969
2026-04-23,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14795.0,14995.0,14615.0,14660.0,11920
2026-04-26,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14580.0,14780.0,14505.0,14755.0,7919
2026-04-27,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14795.0,15050.0,14750.0,14990.0,13853
2026-04-28,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15110.0,15110.0,14740.0,14825.0,8272
2026-04-29,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14725.0,15085.0,14705.0,15085.0,14966
2026-04-30,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15090.0,15195.0,15025.0,15175.0,7274
2026-05-03,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15005.0,15420.0,15000.0,15145.0,9523
2026-05-04,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15165.0,15460.0,14960.0,15415.0,14141
2026-05-05,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15450.0,15670.0,15160.0,15215.0,19843
2026-05-06,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15020.0,15185.0,13820.0,13945.0,34688
2026-05-07,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14175.0,14250.0,13845.0,14130.0,14323
2026-05-10,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14000.0,14360.0,13975.0,14095.0,14631
2026-05-11,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14100.0,14440.0,14080.0,14290.0,11180
2026-05-12,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14340.0,14850.0,14200.0,14695.0,15397
2026-05-17,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15000.0,15000.0,14470.0,14770.0,15527
2026-05-18,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14770.0,15105.0,14725.0,14935.0,13579
2026-05-19,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,14820.0,15500.0,14820.0,15500.0,19974
2026-05-20,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15260.0,16065.0,15240.0,15800.0,14850
2026-05-21,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15690.0,15735.0,15150.0,15280.0,12772
2026-05-25,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15280.0,15310.0,15110.0,15155.0,12363
2026-05-26,MAERSK-B.CO,A.P. Moller-Maersk,운송/물류,DK,15070.0,15510.0,15070.0,15400.0,2192
2025-05-27,TSM,TSMC,반도체,TW,191.72539229976334,195.88387884238114,191.33027684480865,195.26158142089844,12228200
2025-05-28,TSM,TSMC,반도체,TW,193.69102616736075,195.64681364722637,193.08848832051353,193.74041748046875,17787600
2025-05-29,TSM,TSMC,반도체,TW,197.019819826686,197.3556566610296,193.68116580778616,194.73806762695312,14609900
2025-05-30,TSM,TSMC,반도체,TW,193.37494916163323,193.51323579525993,188.22868179973605,190.95492553710938,11998300
2025-06-02,TSM,TSMC,반도체,TW,190.67834748025692,192.77242170938842,189.84862763375318,192.45632934570312,7447400
2025-06-03,TSM,TSMC,반도체,TW,191.97231704081662,195.7455751053802,191.2709965895941,195.1924285888672,9548300
2025-06-04,TSM,TSMC,반도체,TW,198.91631767831976,201.53389149388025,197.9285516992988,199.923828125,13531100
2025-06-05,TSM,TSMC,반도체,TW,202.37350882312433,203.24273267951494,199.8053111191514,200.8523406982422,12214300
2025-06-06,TSM,TSMC,반도체,TW,201.08939855027205,203.7662358961636,200.74367443094872,202.66981506347656,8532000
2025-06-09,TSM,TSMC,반도체,TW,203.87490940650312,206.7098082567977,203.3513945987997,204.4675750732422,11472300
2025-06-10,TSM,TSMC,반도체,TW,209.02117164847496,210.6213478050019,207.3913637166133,209.86077880859375,14514000
2025-06-11,TSM,TSMC,반도체,TW,212.3696962881019,214.7699605045576,210.34477291372286,211.480712890625,13326400
2025-06-12,TSM,TSMC,반도체,TW,211.08415696170667,214.01864187233437,210.08287084088747,213.572509765625,9796100
2025-06-13,TSM,TSMC,반도체,TW,208.29839197386232,211.42122602011978,207.59450707376448,209.2798614501953,10152500
2025-06-16,TSM,TSMC,반도체,TW,211.16347301313837,215.72381697886604,210.8957967694706,213.8203582763672,10932900
2025-06-17,TSM,TSMC,반도체,TW,212.04580150645924,214.07812906474203,211.6591647613986,212.0557098388672,8389700
2025-06-18,TSM,TSMC,반도체,TW,212.84879944191928,213.31474819359536,211.05440813863314,211.65914916992188,6932000
2025-06-20,TSM,TSMC,반도체,TW,213.34449420760222,213.64191056562106,206.35527786666952,207.70355224609375,16992000
2025-06-23,TSM,TSMC,반도체,TW,204.8484051955703,208.77425291851304,204.42210486388262,208.506591796875,7535500
2025-06-24,TSM,TSMC,반도체,TW,212.54147172075432,218.4699063325991,212.03587452237284,218.19232177734375,14814700
2025-06-25,TSM,TSMC,반도체,TW,218.89621324351728,221.57293017997821,218.89621324351728,220.81948852539062,9168400
2025-06-26,TSM,TSMC,반도체,TW,223.0401746697835,223.27811078914343,220.77983448115128,222.0785369873047,7982200
2025-06-27,TSM,TSMC,반도체,TW,222.36604052159632,226.90655259871068,222.0983642836375,226.59922790527344,13133000
2025-06-30,TSM,TSMC,반도체,TW,225.47896100145897,226.1828307424566,222.86172431031986,224.5371551513672,9279800
2025-07-01,TSM,TSMC,반도체,TW,225.46904096684,226.62896627996992,219.27292984946575,222.7427520751953,9990200
2025-07-02,TSM,TSMC,반도체,TW,222.54447067849767,231.80395026008568,222.06861359926478,231.58584594726562,12012500
2025-07-03,TSM,TSMC,반도체,TW,231.85350826797222,235.53152635608487,231.2586906976002,232.77549743652344,7779600
2025-07-07,TSM,TSMC,반도체,TW,229.63282661409883,230.54489230317736,225.4789515380832,227.19403076171875,13817500
2025-07-08,TSM,TSMC,반도체,TW,227.7987834747551,228.3440442753619,225.57809181738568,225.8953399658203,8854400
2025-07-09,TSM,TSMC,반도체,TW,228.46298901357952,231.25868140178946,228.25480816684583,229.84100341796875,9475300
2025-07-10,TSM,TSMC,반도체,TW,230.77291095727878,231.0405871848476,225.80611388585731,227.77894592285156,13124700
2025-07-11,TSM,TSMC,반도체,TW,229.00826961486257,230.26732364447193,227.42205909910788,228.41343688964844,8817800
2025-07-14,TSM,TSMC,반도체,TW,227.35266194664047,227.86818261390454,224.35869689648518,226.69834899902344,10673500
2025-07-15,TSM,TSMC,반도체,TW,232.43843101903914,235.6604086663135,231.83368999400022,234.90695190429688,14270100
2025-07-16,TSM,TSMC,반도체,TW,234.36170163346114,236.25523682777296,232.13110162377504,235.51170349121094,15092800
2025-07-17,TSM,TSMC,반도체,TW,243.67072516012436,246.13926114916137,239.30866920690116,243.4823760986328,27395700
2025-07-18,TSM,TSMC,반도체,TW,243.19487794603788,243.8491909037162,236.63196195993652,238.32720947265625,16252000
2025-07-21,TSM,TSMC,반도체,TW,238.04962726564497,240.25048714347292,236.65179609504432,236.79058837890625,11971800
2025-07-22,TSM,TSMC,반도체,TW,235.7793860769647,235.94791848919,229.76171551661363,232.57723999023438,11919500
2025-07-23,TSM,TSMC,반도체,TW,236.46343636664648,238.4263601690054,234.34188848623995,238.25782775878906,9885400
2025-07-24,TSM,TSMC,반도체,TW,238.13886172009657,239.8638493652271,235.97765030687785,239.51687622070312,9081900
2025-07-25,TSM,TSMC,반도체,TW,239.23928063208294,244.1168572395966,238.86255225465254,243.4823760986328,11593400
2025-07-28,TSM,TSMC,반도체,TW,240.90481161948458,241.84661752835441,238.97162788502015,240.65696716308594,11892200
2025-07-29,TSM,TSMC,반도체,TW,239.41773895388047,241.86644333265508,237.75223150918222,239.24920654296875,9411500
2025-07-30,TSM,TSMC,반도체,TW,240.03238535109875,242.46127303511008,239.14015139218918,240.81558227539062,6823800
2025-07-31,TSM,TSMC,반도체,TW,243.8591051681665,245.2767832776253,237.73239767146777,239.5366973876953,13490700
2025-08-01,TSM,TSMC,반도체,TW,233.5884297150048,235.14490010421312,229.84102288418194,233.18197631835938,13549800
2025-08-04,TSM,TSMC,반도체,TW,235.85868714754292,236.9392852783203,234.35178871266055,236.9392852783203,6450700
2025-08-05,TSM,TSMC,반도체,TW,236.27508141209947,236.5724977882727,228.1854346417586,230.46560668945312,11868900
2025-08-06,TSM,TSMC,반도체,TW,229.0380114731425,230.19792168159316,226.84707501069948,229.3750762939453,9457200
2025-08-07,TSM,TSMC,반도체,TW,242.36211577134713,245.7030538932532,238.723761303882,240.52806091308594,17691000
2025-08-08,TSM,TSMC,반도체,TW,241.0634072143646,241.0634072143646,236.90953219565284,239.744873046875,10552500
2025-08-11,TSM,TSMC,반도체,TW,239.95306785675675,243.23454096949663,239.45737897369457,240.0026397705078,8272900
2025-08-12,TSM,TSMC,반도체,TW,241.61857735506024,242.6595269788642,239.61599013973694,242.18365478515625,7295800
2025-08-13,TSM,TSMC,반도체,TW,244.30521112971675,244.30521112971675,237.87117922790674,239.35824584960938,7971900
2025-08-14,TSM,TSMC,반도체,TW,235.9181844772253,239.2987865232766,234.7781060184835,238.92205810546875,11040500
2025-08-15,TSM,TSMC,반도체,TW,238.25780715584287,238.72375589030014,235.214270321291,236.8203125,8155500
2025-08-18,TSM,TSMC,반도체,TW,237.92076704778356,240.7660165334922,237.92076704778356,239.32852172851562,6919800
2025-08-19,TSM,TSMC,반도체,TW,237.95048029738865,238.09918090181668,230.5746277732935,230.69358825683594,14594700
2025-08-20,TSM,TSMC,반도체,TW,226.1729116208319,227.05523718336403,221.77119213953512,226.6289520263672,17165200
2025-08-21,TSM,TSMC,반도체,TW,226.1828254455115,228.34403678597056,224.30912212104445,225.36990356445312,7449100
2025-08-22,TSM,TSMC,반도체,TW,226.0341142217163,232.42849732228075,224.21989122651206,230.98109436035156,10299500
2025-08-25,TSM,TSMC,반도체,TW,232.27981463487114,235.2341161551002,230.2474871800651,233.55868530273438,7655000
2025-08-26,TSM,TSMC,반도체,TW,234.33193851870485,236.77073427932467,233.69745740551298,236.66168212890625,9793100
2025-08-27,TSM,TSMC,반도체,TW,234.82764377338734,237.33582828108703,233.40998084608927,237.22677612304688,9516400
2025-08-28,TSM,TSMC,반도체,TW,234.26256083186786,238.584968343584,233.9651444871598,236.215576171875,8466200
2025-08-29,TSM,TSMC,반도체,TW,233.80651237682017,233.9155645285543,228.5918711375854,228.87936401367188,15526000
2025-09-02,TSM,TSMC,반도체,TW,224.2000695281865,227.36256693460138,223.68456399572787,226.42076110839844,13974900
2025-09-03,TSM,TSMC,반도체,TW,229.52378140942648,230.44575545784252,226.62896018846536,229.3948974609375,7198500
2025-09-04,TSM,TSMC,반도체,TW,229.35525744917965,233.2811050208871,228.31430774567895,233.18197631835938,6241900
2025-09-05,TSM,TSMC,반도체,TW,238.16859835615904,242.44143407867548,235.84876290254962,241.31126403808594,14056600
2025-09-08,TSM,TSMC,반도체,TW,239.90350873570887,245.74272311627038,239.53668867929997,245.0586700439453,12986600
2025-09-09,TSM,TSMC,반도체,TW,244.80091263922824,252.53366249665922,244.80091263922824,248.7565155029297,13443400
2025-09-10,TSM,TSMC,반도체,TW,256.6379571383984,262.29871570427855,255.5276188825111,258.1944274902344,18822400
2025-09-11,TSM,TSMC,반도체,TW,258.10519865957957,259.38408440551353,256.0034827077794,256.6776123046875,10005000
2025-09-12,TSM,TSMC,반도체,TW,258.6008770781348,258.7000208982505,256.15217296806316,257.0939636230469,8496600
2025-09-15,TSM,TSMC,반도체,TW,257.75820616703055,260.5340516701275,256.51898402199674,259.1263122558594,8147700
2025-09-16,TSM,TSMC,반도체,TW,264.4588623873146,264.97599421668303,259.17801132925484,260.62005615234375,10381900
2025-09-17,TSM,TSMC,반도체,TW,262.88754048795744,263.3549592162949,258.30288539395997,261.3460693359375,10422000
2025-09-18,TSM,TSMC,반도체,TW,256.5823592867539,269.0534638523822,256.562480107344,267.1639099121094,16917300
2025-09-19,TSM,TSMC,반도체,TW,264.906369754295,265.1052829526373,261.3659333430305,263.41461181640625,17640200
2025-09-22,TSM,TSMC,반도체,TW,265.0754548070481,274.84147392149646,263.99144765712083,271.1319885253906,15630300
2025-09-23,TSM,TSMC,반도체,TW,280.8483219615575,284.4285475106924,278.4615150454331,281.1566162109375,17830300
2025-09-24,TSM,TSMC,반도체,TW,278.76980644875243,279.6648552394241,275.1995357021434,279.1676025390625,10231000
2025-09-25,TSM,TSMC,반도체,TW,271.6193045175327,275.6172355688881,268.70541103823734,275.1398620605469,11863400
2025-09-26,TSM,TSMC,반도체,TW,272.3850881691714,273.98622723405964,269.13303621146224,271.85797119140625,10451900
2025-09-29,TSM,TSMC,반도체,TW,274.9707963081368,278.33222951360113,271.7287292480469,271.7287292480469,8046200
2025-09-30,TSM,TSMC,반도체,TW,273.8072443281553,277.9543150064618,272.32541058839513,277.75543212890625,8348800
2025-10-01,TSM,TSMC,반도체,TW,276.9100616594081,288.88391412069626,275.64705083840846,286.88494873046875,14620100
2025-10-02,TSM,TSMC,반도체,TW,294.8907099841994,295.08962319046634,285.45286409978945,286.52691650390625,10198000
2025-10-03,TSM,TSMC,반도체,TW,291.2508353098814,294.4332647127267,288.89386238053913,290.58453369140625,10572500
2025-10-06,TSM,TSMC,반도체,TW,298.36155138253906,305.61147332841716,298.2919287260205,300.7384033203125,15785000
2025-10-07,TSM,TSMC,반도체,TW,304.9352165373552,305.4125900171908,291.66851920293146,292.4143981933594,13081000
2025-10-08,TSM,TSMC,반도체,TW,293.3790908282809,304.71644623437766,292.36470625375244,302.8467712402344,12821200
2025-10-09,TSM,TSMC,반도체,TW,300.64891000422716,301.1660418603919,295.78579462348,298.2322692871094,10259900
2025-10-10,TSM,TSMC,반도체,TW,298.31179888181225,298.5505007898126,278.7896551444281,279.11785888671875,23398000
2025-10-13,TSM,TSMC,반도체,TW,296.60126439106546,302.9561681137841,290.7138097444033,301.2257385253906,20318300
2025-10-14,TSM,TSMC,반도체,TW,294.0056400761598,300.09200834721855,289.7392033567818,294.3139343261719,16567900
2025-10-15,TSM,TSMC,반도체,TW,304.6070409576134,304.9252595920014,298.42121669389684,303.03570556640625,20788000
2025-10-16,TSM,TSMC,반도체,TW,309.2215348277698,309.6591196007559,295.0597886471838,298.1924743652344,26341500
2025-10-17,TSM,TSMC,반도체,TW,296.7603831294787,301.6334531556036,293.2995240198515,293.4586181640625,17633300
2025-10-20,TSM,TSMC,반도체,TW,298.35162030188724,301.9815589455809,295.427771994937,296.06427001953125,13391600
2025-10-21,TSM,TSMC,반도체,TW,297.35710404347793,297.72506617243147,292.0464490379999,292.89178466796875,11190500
2025-10-22,TSM,TSMC,반도체,TW,291.3900819985591,293.578006017005,282.8373294944924,287.292724609375,15409100
2025-10-23,TSM,TSMC,반도체,TW,288.2076248435293,292.4740610939465,288.03857593785744,289.1325378417969,10379900
2025-10-24,TSM,TSMC,반도체,TW,293.9459584891637,296.3128861176487,292.7724494405536,293.33929443359375,8747000
2025-10-27,TSM,TSMC,반도체,TW,297.00903266365736,298.82899454787173,292.07629436062774,296.6112365722656,13615000
2025-10-28,TSM,TSMC,반도체,TW,296.6808457608386,300.4699087478271,294.45313312040213,299.8731994628906,11804200
2025-10-29,TSM,TSMC,반도체,TW,304.119725558309,306.26786076808014,300.7185342385926,303.41363525390625,16177300
